"feature","coefficient"
"model640 Gran Coupe i",-3512.36095771638
"modelCharger GT",-3511.90775031733
"modelX2 xDrive28i",-3509.70528767321
"modelCT4 Luxury",-3508.88731069162
"modelCayenne GTS",-3508.48025306873
"engine265.0HP 4.0L V6 Cylinder Engine Gasoline Fuel",-3508.03007493229
"modelFrontier SE Crew Cab",-3507.88943765261
"engine202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-3507.73553251527
"modelX1 xDrive 28i",-3497.56332198729
"modelSportage LX",-3497.41111264608
"modelCommander Base",-3497.01790257153
"modelQ3 45 S line Premium Plus",-3496.9725218225
"ext_col.Glacier White Metallic",-3496.375736602
"engine170.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3491.83928970099
"modelAltima 2.5 S",-3490.88237691922
"modelF-250 Platinum",3490.69017541463
"ext_col.Snow White Pearl",-3488.8606963677
"modelK5 GT-Line",-3486.8848557494
"modelAvalon Touring",-3483.91965039869
"modelRover Discovery Sport SE R-Dynamic",-3481.63153839962
"modelSanta Fe SE",-3480.72441936415
"model335 is",-3480.69318340965
"modelFirebird Trans Am",-3477.83664909111
"modelWrangler S",-3476.85451282413
"modelAMG GLE 53 AMG GLE 53",3475.76225334253
"modelALPINA B7 xDrive",-3474.93457582529
"engine326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",-3472.04077874219
"modelColorado LT Crew Cab",-3469.99880905475
"engine400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel",3469.55521324584
"modelSL-Class SL500 Roadster",-3466.59782470693
"modelQ70 3.7X",-3464.71086418795
"engine300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel",-3457.52125514376
"modelCamry SE",-3456.9333706559
"model435 i xDrive",-3455.80881836815
"modelPathfinder SL",-3455.71767683029
"modelSC 430 Base",-3452.04260001737
"engine300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel",-3452.03253681575
"modelA4 2.0T Tech Premium",-3451.82821159377
"modelSorento EX V6",-3444.65909783356
"engine276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-3442.79866189227
"modelAtlas 3.6L SE w/Technology",-3442.77967557184
"modelImpreza WRX",-3442.21305776348
"transmission.4-Speed A/T",-3441.75884517578
"model435 i",-3441.56918459061
"engine200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid",-3440.92722305833
"modelForte LXS",-3438.06627105047
"modelSonata Sport 2.0T",-3434.48788486253
"modelColorado Z85",-3434.46575871538
"modelBoxster S",-3434.43049780648
"engine280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel",-3434.34113855479
"engine242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel",-3433.24343459427
"model330 330i xDrive",-3433.0513746491
"engineIntercooled Turbo Premium Unleaded I-4 2.0 L/122",-3432.8903943289
"engine260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-3432.31710817467
"modelH3 Base",-3430.60380972986
"engine315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",-3429.98672935201
"engine220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability",-3423.8936081067
"modelSilverado 1500 Hybrid 1HY",-3422.81721258154
"engine332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid",-3422.77962902243
"modelExpress 1500 Cargo",-3419.78398551258
"engine235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel",-3418.70520198523
"modelMDX Sport",-3416.28132384
"modelC-Class C 300 4MATIC",-3413.56107777342
"modelGLA-Class GLA 45 AMG",-3409.43714060441
"engine355.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3409.39985375027
"ext_col.Santorin Black",3409.06874539099
"engine305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel",-3408.28952858882
"modelE350 Super Duty Base",-3408.16242413024
"engine184.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability",-3407.07612873169
"modelSonata Hybrid Base",-3405.88363658682
"modelF-150 FX4",-3403.63703762845
"engine240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-3401.41716563487
"modelLS 460 L",-3400.87449578336
"engine305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-3399.46330303709
"ext_col.Silver Mist",-3399.37805667272
"engine2.0L I4 16V MPFI DOHC",-3398.14747589475
"modelAcadia SLE-2",-3395.34515836276
"engine357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas",3394.87620173356
"modelTransit-350 XLT",3392.03085013736
"int_col.BLACK",3388.5183020784
"ext_col.Titanium Silver",-3387.9869074553
"modelBronco Badlands Advanced",3387.73947488191
"engine217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",-3385.31686433768
"engine255.0HP 3.2L V6 Cylinder Engine Gasoline Fuel",-3384.55521060017
"modelRogue SL",-3384.39962606998
"modelA6 3.2 quattro",-3384.39935718878
"modelElantra HEV Limited",-3383.85692837648
"engine139.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid",-3383.80924574925
"engine295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel",-3383.36526533664
"modelSierra 1500 SL Crew Cab",-3383.34534090711
"brandMazda",-3380.24900768865
"engine185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",-3376.22284234799
"modelModel X Performance",3372.48094158543
"modelMDX 3.5L w/Advance & Entertainment Pkgs",-3362.77425453401
"ext_col.Snowflake White Pearl Metallic",-3362.70255295287
"modelMazda3 Grand Touring",-3362.67377266914
"int_col.Graystone",-3362.5874627156
"engine302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",-3361.58006917183
"ext_col.Mango Tango Pearlcoat",-3359.55622803582
"engine3.8L V6 12V MPFI OHV",-3359.47912892844
"modelRover Range Rover Sport SE MHEV",3359.24742699964
"modelTrailblazer RS",-3358.65597349544
"modelGLA 250 Base 4MATIC",-3354.83651457282
"engine300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",-3350.17382468311
"engine319.0HP 6.0L 8 Cylinder Engine Gasoline Fuel",-3348.52112217343
"engine1020.0HP Electric Motor Electric Fuel System",3348.1269188727
"modelModel S Plaid",3347.89174685056
"brandVolkswagen",-3347.67637442043
"modelSilverado 1500 Z71 Extended Cab",-3342.37222266374
"engine310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel",-3340.17589722601
"modelAvalanche 1500 LTZ",-3337.41854997042
"modelCamry Hybrid LE",-3335.86383879797
"engine2.5L I4 16V PDI DOHC Hybrid",-3335.65857692264
"modelDakota Sport",-3335.00385578693
"engine325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel",-3335.00187603721
"modelDakota SLT Quad Cab",-3332.22586990954
"modelA8 4.0T",-3331.82667665221
"modelXF S",-3331.82627394622
"modelTL 3.2",-3331.39184259858
"modelPrius v Three",-3331.05470037846
"modelAltima 2.5 SV",-3330.45987714086
"ext_col.Scarlet Ember",-3330.36000072676
"engine345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel",-3329.88083742324
"modelSilverado 1500 LT Crew Cab",-3329.73797843392
"modelSorento SXL",-3329.58300573037
"modelX7 xDrive40i",3329.42976240551
"engine290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-3328.52008251771
"modelLS 460 Base",-3326.8549680361
"engine198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",-3323.70239966112
"engine3.3L V6 24V GDI DOHC",-3323.23968793063
"engine169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability",-3322.40807671287
"modelPassat 2.0T SE",-3321.98922637225
"ext_col.Quicksilver Metallic",-3317.17398876905
"engine310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability",-3316.59666072583
"engine152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3311.13079795048
"ext_col.Gold",-3310.4985886813
"modelWagoneer Series III",3310.33735324935
"engine181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel",-3309.7915311756
"engine401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel",3308.84298685244
"modelMKS EcoBoost",-3306.18595574474
"modelF-250 XLT SuperCab Super Duty",-3302.63592229943
"modelEnclave 1XL",-3299.9175941002
"engine206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",-3298.76527969878
"model430 Gran Coupe i xDrive",-3295.14880202492
"engine2.0 Liter DOHC T/C",-3295.03139925496
"engine250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3294.45601712113
"ext_col.Carbon Black Metallic",-3294.39898366368
"int_col.ORANGE",3293.96872165832
"ext_col.BLUE",3293.77895409655
"transmission.Automatic, 8-Spd M STEPTRONIC w/Drivelogic, Sport & Manual Modes",3293.51387655591
"engine3L I-6 gasoline direct injection, DOHC, Double VANOS variable va",3293.37500135866
"modelExpress 1500 Base",-3293.06580697041
"engine189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3293.01202610212
"engine151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid",-3292.16038139542
"modelInsight EX",-3292.08745850558
"engine280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3287.32907576349
"engine306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-3287.31302793
"modelRam 1500 ST",-3287.26467935531
"engine207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel",-3286.56456195353
"ext_col.BLACK",3284.81835063312
"modelLegacy 2.5i Premium",-3284.41934170717
"modelA5 2.0T Premium",-3284.24553372924
"modelClubman Cooper S ALL4",-3282.57097321587
"modelColorado LT",-3278.8866583955
"engine250.0HP 3.2L V6 Cylinder Engine Gasoline Fuel",-3278.71176357852
"modelTT 3.2 Cabriolet quattro",-3278.55167194897
"engine186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-3274.46931341545
"modelEscalade Platinum Edition",-3272.168381611
"modelSierra 2500 Denali",3268.538075977
"engine295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability",-3267.85055564068
"modelXKR Base",-3266.3596164991
"modelCamry Solara SLE V6",-3265.36115522723
"modelTL 3.7",-3264.12973351849
"modelQ50 3.0T Premium",-3261.7531771856
"modelWRX Base",-3258.14982658
"engine300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",-3257.06438377016
"engine300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel",-3254.98805625526
"engine268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3254.86842403258
"engine335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid",3251.63619878809
"engine330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",-3251.46234414656
"modelWRX Limited",-3249.29699109979
"engine241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3248.30377752725
"model550 i xDrive",-3245.39113924482
"engine245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel",-3244.9294449086
"model4Runner Sport",-3244.77812514411
"engine152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability",-3243.93346743981
"transmission.9-Speed Automatic",3242.31167876572
"modelMacan S",-3241.29823744473
"modelMDX 3.5L w/Technology Package",-3239.80452603822
"modelCrosstrek 2.0i Limited",-3234.73971879545
"modelGolf GTI 2.0T SE 4-Door",-3233.72257499427
"modelF-150 Raptor",3233.02298661766
"engine256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3229.60869969394
"ext_col.Mosaic Black Metallic",-3227.84251396175
"engine187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-3227.19497002508
"model740 Li",-3227.13108696708
"model435 Gran Coupe i",-3225.94191833509
"engine2.5L I4 16V PDI DOHC",-3224.83514970818
"modelChallenger SRT8",-3221.14009621374
"brandMitsubishi",-3221.07053006242
"engine385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",-3220.30347669232
"engine350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",-3219.45419177792
"engine2.5L I-4 DOHC, variable valve control, regular unleaded, engine",-3216.55087836504
"modelBronco Wildtrak Advanced",3214.06441368543
"ext_col.Glacier Silver Metallic",-3213.37257791835
"engine147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3210.90116037963
"modelC-Class C 300 4MATIC Luxury",-3210.51091644785
"modelRegal Turbo - Premium 1",-3208.73476604287
"transmission.5-Speed A/T",-3207.66272716491
"engine375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",-3206.29460734749
"model330 i",-3205.13165122402
"engine141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3202.715189759
"modelRogue Sport S",-3202.6398692492
"modelZDX Base",-3199.66026600033
"engine403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",-3199.5554527795
"ext_col.Verde",3195.45986096227
"modelQ60 3.0t Red Sport 400",-3193.05305648829
"engine282.0HP 4.4L 8 Cylinder Engine Gasoline Fuel",-3192.8084188745
"model740 iL",-3192.7418411859
"modelRam 1500 SRT-10",-3192.00481801049
"modelXTS Luxury",-3191.7514997277
"modelCharger SRT8",-3189.67824754672
"modelSorento LX V6",-3189.33514121229
"ext_col.Sparkling Silver",-3189.03926988443
"engine304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-3188.82467800801
"modelQ50 Hybrid Premium",-3188.69549037207
"modelCayenne Turbo S",-3185.42241611172
"engine550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel",-3185.29583339173
"modelE150 XLT",-3183.8942629352
"engine500.0HP Electric Motor Electric Fuel System",3180.72494070637
"modelTitan XD S",-3180.48853332854
"modelLYRIQ Luxury",3180.46825475126
"engine169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-3180.24274168797
"ext_col.Dazzling White",-3179.35423526282
"engine202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel",-3176.0650154574
"modelModel 3 Standard Range Plus",-3171.04056125484
"model650 Gran Coupe i",-3168.12417694968
"engine302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability",-3167.46928677763
"modelM-Class ML 350 4MATIC",-3167.30387888384
"engine180.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",-3167.26275749002
"modelExcursion Limited Ultimate",-3167.24622960319
"engine360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",-3166.53993663687
"brandINFINITI",-3165.48341671502
"modelRover Range Rover HSE SWB",3165.20662338957
"model1500 Tradesman/Express",-3163.45539820391
"modelMKZ Reserve",-3163.06286210798
"modelTiguan 2.0T SE",-3157.93299105381
"engine174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3157.90537696937
"engine140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel",-3156.45757617984
"modelEurovan MV",-3156.36795845176
"modelSienna XLE Limited",-3155.85197628721
"modelExpedition EL XLT",-3155.52101817999
"engine174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel",-3153.91981315658
"modelContinental Reserve",-3150.72017411247
"engine420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",3150.13075882372
"ext_col.Quartz White",-3147.20448597816
"engine294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel",-3146.64853012728
"modelXJ8 Base",-3146.54554138914
"engine295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel",-3143.39956095285
"engine272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",-3143.32505143772
"modelQ5 3.0T Premium Plus",-3143.28230394265
"brandMercury",-3142.81846168021
"modelZ Proto Spec",3141.93139200185
"modelEscalade ESV Premium Luxury",3141.49456387252
"modelCaprice Classic Base",-3139.60924823235
"model340 i",-3139.02477015988
"engine303.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-3138.67177703972
"modelXC60 T5 R-Design",-3134.53927804757
"modelPassat 2.5 SE",-3131.89496636087
"modelCamry XSE",-3129.10595113446
"model650 i",-3127.23105240789
"modelTundra SR5 Access Cab",-3127.08052046988
"engine275.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-3125.86232452922
"engine400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel",-3124.13676457053
"engine220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel",-3122.82457144796
"modelCivic Sport",-3122.04560305202
"engine303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-3121.53342235268
"engine340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",-3118.89991497501
"modelRSX Base",-3118.89691784997
"ext_col.Twilight Blue Metallic",-3114.8833895474
"engine2.5L H4 16V MPFI DOHC",-3114.8096502446
"engine205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel",-3114.23101754746
"modelCivic Si Base",-3114.13936073579
"modelNV200 S",-3113.85669824616
"engine393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",3113.51686259118
"modelOutlander SEL",-3113.05955520477
"engine235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability",-3110.61724376754
"modelCommander Sport",-3110.26406651603
"modelTitan XD SV",-3110.16100683982
"modelE-Class E 350",-3109.7687638481
"ext_col.Platinum Quartz Metallic",-3108.04769067756
"engine155.0HP 1.3L 3 Cylinder Engine Gasoline Fuel",-3105.19191201236
"modelCayenne E-Hybrid S Platinum Edition",-3104.01243109682
"ext_col.Frozen White",-3103.31223424098
"modelForte GT-Line",-3102.3343206538
"engine212.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid",-3102.27125058683
"modelAccord Hybrid Touring",-3102.18111843552
"engine252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-3101.88590792502
"engine543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel",3099.36880081498
"modelType 57 Base",3099.29584552022
"brandMaybach",3099.04243159491
"brandBuick",-3095.51423433989
"engine412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",-3094.81689164632
"modelMark LT Base",-3092.56866837929
"engine210.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel",-3092.07915350379
"engine363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",-3091.07189936824
"modelMX-5 Miata Base",-3089.14195913597
"modelOdyssey EX-L",-3081.61371127552
"modelMustang GT",-3081.54195773451
"engine178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",-3080.43639345678
"modelMazdaSpeed Miata MX-5 Base",-3080.36591234837
"modelQX80 Base",-3080.22320185461
"engine150.0HP 2.0L 4 Cylinder Engine Diesel Fuel",-3079.26771777216
"modelA3 2.0 TDI Premium Plus",-3079.06780445107
"modelMustang Base",-3078.19995544646
"engine311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel",-3078.0407246239
"modelFrontier SV",-3077.63719095254
"modelMKC Base",-3075.37175475219
"engine6.2L V8 16V GDI OHV",3068.02413440355
"modelFX50 Base",-3066.17624654668
"engine390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",-3066.14701682088
"modelF-350 Lariat Crew Cab Super Duty DRW",-3065.4965179255
"engine310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel",-3063.02915724887
"engine284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-3062.24194862203
"modelCherokee X",-3057.54907803413
"engine3.2L V6 24V MPFI DOHC",-3057.40744838387
"engine365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-3052.65788656293
"modelMacan Base",-3051.23514397655
"modelAvalon XLE",-3050.83778706245
"modelS2000 CR",3050.70614312748
"engine237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel",3050.64978497288
"engine563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel",3050.26069596817
"modelGhost Base",3049.78499759925
"modelSuburban Z71",3049.22712956072
"modelNiro EX",-3047.76887878484
"engine1.6L I4 16V GDI DOHC Hybrid",-3047.64140313257
"modelK900 5.0L",-3047.07527061549
"modelEdge Titanium",-3047.00493400798
"engine453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",3040.97938967986
"modelA7 55 Premium Plus",3040.72375151308
"engine270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-3036.56754647709
"modelMustang V6",-3032.28334717664
"modelForester Base",-3031.47459581421
"modelColorado Z71",-3030.8449267557
"modelWrangler Sahara Altitude",3029.2662521217
"engine1.5L I3 12V PDI DOHC Turbo",-3028.04700022245
"modelXC70 T6 Platinum",-3027.67119026717
"ext_col.Black Noir Pearl",-3027.08788485844
"engine200.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",-3026.11778952494
"modelCascada Base",-3025.94567430875
"modelG70 3.3T Advanced",-3025.79365682608
"engine370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",-3025.4774599315
"modelTraverse LS",-3023.5779351601
"ext_col.Northsky Blue Metallic",-3023.03732944084
"modelF-250 King Ranch",3019.69021764761
"ext_col.Lunar Blue Metallic",-3019.1813233141
"engine275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability",3018.27062641477
"modelF-250 Limited",3015.38396902655
"model640 i",-3014.86992534806
"modelRam 1500 SRT-10 Quad Cab",-3012.21287644166
"modelCorsair Reserve",-3009.40439939593
"ext_col.Kodiak Brown Metallic",-3008.55278459663
"modelCayenne Turbo",-3008.25297049585
"engine425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel",-3005.76454147883
"modelGrand Cherokee Limited",-3003.64742637892
"modelQ60 3.0T Premium",-2996.39232156647
"engine182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-2995.63360658904
"modelRam 2500 Laramie Quad Cab",-2991.43026359023
"modelCamry Hybrid XLE",-2987.58077398013
"modelXE 35t Premium",-2986.03822790008
"brandSubaru",-2983.75312479128
"model428 i xDrive SULEV",-2982.70126280502
"modelHighlander LE Plus",-2981.48926838059
